player_name,club_name,json_club,league_name
Arthur Melo,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Gustavo Cuéllar,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Camilo,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Dodi,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Lucas Milla,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Alex Santana,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Edenilson,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Franco Cristaldo,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Miguel Monsalve,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Riquelme,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Gabriel Mec,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Francis Amuzu,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Alexander Aravena,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Willian,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Alysson,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Cristian Olivera,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Cristian Pavón,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Carlos Vinícius,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
André Henrique,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Martin Braithwaite,Grêmio FBPA,Grêmio,Brasileirão - Série A Betano
Rafael,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Young,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Leandro Mathias,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Nahuel Ferraresi,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Alan Franco,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Rafael Tolói,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Matheus Belém,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Sabino,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Robert Arboleda,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Enzo Díaz,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Wendell,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Patryck,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Maílton,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Maik,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Cédric Soares,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Pablo Maia,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Luan Santos,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Felipe Negrucci,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Luiz Gustavo,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Marcos Antônio,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Damián Bobadilla,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Alisson,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Rodriguinho,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Oscar,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Ferreirinha,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Lucca,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Lucas Moura,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Gonzalo Tapia,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Emiliano Rigoni,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Ryan Francisco,São Paulo FC,São Paulo,Brasileirão - Série A Betano
André Silva,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Jonathan Calleri,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Luciano,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Juan Dinenno,São Paulo FC,São Paulo,Brasileirão - Série A Betano
Anthoni,SC Internacional,Internacional,Brasileirão - Série A Betano
Sergio Rochet,SC Internacional,Internacional,Brasileirão - Série A Betano
Ivan,SC Internacional,Internacional,Brasileirão - Série A Betano
Kauan,SC Internacional,Internacional,Brasileirão - Série A Betano
Vitão,SC Internacional,Internacional,Brasileirão - Série A Betano
Victor Gabriel,SC Internacional,Internacional,Brasileirão - Série A Betano
Juninho,SC Internacional,Internacional,Brasileirão - Série A Betano
Clayton,SC Internacional,Internacional,Brasileirão - Série A Betano
Gabriel Mercado,SC Internacional,Internacional,Brasileirão - Série A Betano
Alexandro Bernabei,SC Internacional,Internacional,Brasileirão - Série A Betano
Bruno Gomes,SC Internacional,Internacional,Brasileirão - Série A Betano
Braian Aguirre,SC Internacional,Internacional,Brasileirão - Série A Betano
Alan Benítez,SC Internacional,Internacional,Brasileirão - Série A Betano
Thiago Maia,SC Internacional,Internacional,Brasileirão - Série A Betano
Luis Otávio,SC Internacional,Internacional,Brasileirão - Série A Betano
Ronaldo,SC Internacional,Internacional,Brasileirão - Série A Betano
Richard,SC Internacional,Internacional,Brasileirão - Série A Betano
Alan Rodríguez,SC Internacional,Internacional,Brasileirão - Série A Betano
Bruno Henrique,SC Internacional,Internacional,Brasileirão - Série A Betano
Alan Patrick,SC Internacional,Internacional,Brasileirão - Série A Betano
Óscar Romero,SC Internacional,Internacional,Brasileirão - Série A Betano
Yago Noal,SC Internacional,Internacional,Brasileirão - Série A Betano
Vitinho,SC Internacional,Internacional,Brasileirão - Série A Betano
Johan Carbonero,SC Internacional,Internacional,Brasileirão - Série A Betano
Gustavo Prado,SC Internacional,Internacional,Brasileirão - Série A Betano
Bruno Tabata,SC Internacional,Internacional,Brasileirão - Série A Betano
Ricardo Mathias,SC Internacional,Internacional,Brasileirão - Série A Betano
Rafael Borré,SC Internacional,Internacional,Brasileirão - Série A Betano
Lucca Drummond,SC Internacional,Internacional,Brasileirão - Série A Betano
Brenno,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
João Ricardo,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Magrão,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Helton Leite,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Vinícius,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Gastón Ávila,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Benjamín Kuscevic,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Marcelo Benevenuto,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Lucas Gazal,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Emanuel Brítez,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Weverson,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Bruno Pacheco,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Diogo Barbosa,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Eros Mancuso,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Tinga,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Zé Welison,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Lucas Sasha,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Rodrigo Santos,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Matheus Rossetto,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Matheus Pereira,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Pierre,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Pablo Roberto,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Tomás Pochettino,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Yeison Guzmán,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Emmanuel Martínez,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Lucas Crispim,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Lucca Prior,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Breno Lopes,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Moisés,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Allanzinho,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
José Herrera,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Yago Pikachu,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Marinho,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Adam Bareiro,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Kayke,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Juan Martín Lucero,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Deyverson,Fortaleza EC,Fortaleza,Brasileirão - Série A Betano
Caíque França,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Gabriel,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Denis,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Lucas Cunha,Sport Recife,Sport Recife,Brasileirão - Série A Betano
João Silva,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Ramon Menezes,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Rafael Thyere,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Renzo,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Luan Cândido,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Kevyson,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Felipinho,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Igor Cariús,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Matheus Alexandre,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Hereda,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Aderlan,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Zé Lucas,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Christian Rivera,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Pedro Martins,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Lucas Kal,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Sérgio Oliveira,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Pedro Augusto,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Lucas André,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Matheusinho,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Hyoran,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Lucas Lima,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Léo Pereira,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Gustavo Maia,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Carlos Alberto,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Rodrigo Atencio,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Chrystian Barletta,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Romarinho,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Ignacio Ramírez,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Derik Lacerda,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Gonçalo Paciência,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Zé Roberto,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Pablo,Sport Recife,Sport Recife,Brasileirão - Série A Betano
Keiller,Ceará SC,Ceará,Brasileirão - Série A Betano
Bruno,Ceará SC,Ceará,Brasileirão - Série A Betano
Richard Costa,Ceará SC,Ceará,Brasileirão - Série A Betano
Fernando Miguel,Ceará SC,Ceará,Brasileirão - Série A Betano
Willian Machado,Ceará SC,Ceará,Brasileirão - Série A Betano
Marcos Victor,Ceará SC,Ceará,Brasileirão - Série A Betano
Marllon,Ceará SC,Ceará,Brasileirão - Série A Betano
Gabriel Lacerda,Ceará SC,Ceará,Brasileirão - Série A Betano
Éder,Ceará SC,Ceará,Brasileirão - Série A Betano
Luiz Otávio,Ceará SC,Ceará,Brasileirão - Série A Betano
Matheus Bahia,Ceará SC,Ceará,Brasileirão - Série A Betano
Nicolas,Ceará SC,Ceará,Brasileirão - Série A Betano
Fabiano,Ceará SC,Ceará,Brasileirão - Série A Betano
Dieguinho,Ceará SC,Ceará,Brasileirão - Série A Betano
Rafael Ramos,Ceará SC,Ceará,Brasileirão - Série A Betano
Zanocelo,Ceará SC,Ceará,Brasileirão - Série A Betano
Lucas Lima,Ceará SC,Ceará,Brasileirão - Série A Betano
Richardson,Ceará SC,Ceará,Brasileirão - Série A Betano
Lourenço,Ceará SC,Ceará,Brasileirão - Série A Betano
Fernando Sobral,Ceará SC,Ceará,Brasileirão - Série A Betano
Matheus Araújo,Ceará SC,Ceará,Brasileirão - Série A Betano
Vina,Ceará SC,Ceará,Brasileirão - Série A Betano
Lucas Mugni,Ceará SC,Ceará,Brasileirão - Série A Betano
Fernandinho,Ceará SC,Ceará,Brasileirão - Série A Betano
Rodriguinho,Ceará SC,Ceará,Brasileirão - Série A Betano
Paulo Baya,Ceará SC,Ceará,Brasileirão - Série A Betano
Antonio Galeano,Ceará SC,Ceará,Brasileirão - Série A Betano
Pedro Henrique,Ceará SC,Ceará,Brasileirão - Série A Betano
Pedro Raul,Ceará SC,Ceará,Brasileirão - Série A Betano
Lucca,Ceará SC,Ceará,Brasileirão - Série A Betano
Guilherme Luiz,Ceará SC,Ceará,Brasileirão - Série A Betano
Aylon,Ceará SC,Ceará,Brasileirão - Série A Betano
Lucas Arcanjo,EC Vitória,Vitória,Brasileirão - Série A Betano
Thiago Couto,EC Vitória,Vitória,Brasileirão - Série A Betano
Fintelman,EC Vitória,Vitória,Brasileirão - Série A Betano
Yuri Sena,EC Vitória,Vitória,Brasileirão - Série A Betano
Lucas Halter,EC Vitória,Vitória,Brasileirão - Série A Betano
Zé Marcos,EC Vitória,Vitória,Brasileirão - Série A Betano
Edu Ribeiro,EC Vitória,Vitória,Brasileirão - Série A Betano
Camutanga,EC Vitória,Vitória,Brasileirão - Série A Betano
Neris,EC Vitória,Vitória,Brasileirão - Série A Betano
Marco Antônio,EC Vitória,Vitória,Brasileirão - Série A Betano
Ramon,EC Vitória,Vitória,Brasileirão - Série A Betano
Jamerson,EC Vitória,Vitória,Brasileirão - Série A Betano
Maykon Jesus,EC Vitória,Vitória,Brasileirão - Série A Betano
Claudinho,EC Vitória,Vitória,Brasileirão - Série A Betano
Raúl Cáceres,EC Vitória,Vitória,Brasileirão - Série A Betano
Baralhas,EC Vitória,Vitória,Brasileirão - Série A Betano
Rúben Ismael,EC Vitória,Vitória,Brasileirão - Série A Betano
Ronald,EC Vitória,Vitória,Brasileirão - Série A Betano
Ricardo Ryller,EC Vitória,Vitória,Brasileirão - Série A Betano
Dudu,EC Vitória,Vitória,Brasileirão - Série A Betano
Willian Oliveira,EC Vitória,Vitória,Brasileirão - Série A Betano
Pepê,EC Vitória,Vitória,Brasileirão - Série A Betano
Matheuzinho,EC Vitória,Vitória,Brasileirão - Série A Betano
Aitor Cantalapiedra,EC Vitória,Vitória,Brasileirão - Série A Betano
Rúben Rodrigues,EC Vitória,Vitória,Brasileirão - Série A Betano
Pablo,EC Vitória,Vitória,Brasileirão - Série A Betano
Lucas Braga,EC Vitória,Vitória,Brasileirão - Série A Betano
Kike Saverio,EC Vitória,Vitória,Brasileirão - Série A Betano
Felipe Cardoso,EC Vitória,Vitória,Brasileirão - Série A Betano
Erick,EC Vitória,Vitória,Brasileirão - Série A Betano
Osvaldo,EC Vitória,Vitória,Brasileirão - Série A Betano
Fabri,EC Vitória,Vitória,Brasileirão - Série A Betano
Renato Kayzer,EC Vitória,Vitória,Brasileirão - Série A Betano
Carlinhos,EC Vitória,Vitória,Brasileirão - Série A Betano
Renzo López,EC Vitória,Vitória,Brasileirão - Série A Betano
Walter,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Sidnei,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Alex Muralha,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Bruno Bertinato,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Thomazella,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Jemmes,Mirassol FC,Mirassol,Brasileirão - Série A Betano
João Victor,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Gabriel,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Luiz Otávio,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Da Silva,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Felipe Jonatan,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Reinaldo,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Lucas Ramon,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Daniel Borges,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Neto Moura,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Roni,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Matheus Sales,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Yago Felipe,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Danielzinho,Mirassol FC,Mirassol,Brasileirão - Série A Betano
José Aldo,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Matheus Bianqui,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Shaylon,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Gabriel,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Guilherme,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Chico Kim,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Alesson,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Negueba,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Carlos Eduardo,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Maceió,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Edson Carioca,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Cristian Renato,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Francisco da Costa,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Renato Marques,Mirassol FC,Mirassol,Brasileirão - Série A Betano
Gastón Guruceaga,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Jandrei,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Ruan Carneiro,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Zé Henrique,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Abner,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Natã,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Rodrigo Sam,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Marcos Paulo,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Cipriano,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Wilker Ángel,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Luan Freitas,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Marcelo Hermes,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Alan Ruschel,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Ewerthon,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Igor Formiga,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Reginaldo,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Juan Sforza,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Caíque Gonçalves,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Daniel Giraldo,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Daniel Peixoto,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Hudson,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Mandaca,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Jádson,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Lucas Fernandes,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Rafinha,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Nenê,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Ênio,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Giovanny,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Edison Negueba,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Gabriel Veron,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Emerson Batalla,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Rafael Bilu,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Emerson Galego,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Gabriel Taliari,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Matheus Babi,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Gilberto,EC Juventude,Juventude-RS,Brasileirão - Série A Betano
Mycael,Athletico Paranaense,Athletico-PR,Brasileirão - Série B
Santos,Athletico Paranaense,Athletico-PR,Brasileirão - Série B
Matheus Soares,Athletico Paranaense,Athletico-PR,Brasileirão - Série B
Léo,Athletico Paranaense,Athletico-PR,Brasileirão - Série B
Carlos Terán,Athletico Paranaense,Athletico-PR,Brasileirão - Série B
