player_name,club_name,json_club,league_name
Daniel Nolasco,Criciúma EC,Criciúma,Brasileirão - Série B
Lucas Dias,Criciúma EC,Criciúma,Brasileirão - Série B
Rodrigo,Criciúma EC,Criciúma,Brasileirão - Série B
Erick,Criciúma EC,Criciúma,Brasileirão - Série B
Guilherme Ferreira,Criciúma EC,Criciúma,Brasileirão - Série B
Ruan Carvalho,Criciúma EC,Criciúma,Brasileirão - Série B
Heitor Roca,Criciúma EC,Criciúma,Brasileirão - Série B
Davi Gabriel,Criciúma EC,Criciúma,Brasileirão - Série B
Léo Mana,Criciúma EC,Criciúma,Brasileirão - Série B
Marcinho,Criciúma EC,Criciúma,Brasileirão - Série B
Léo Alaba,Criciúma EC,Criciúma,Brasileirão - Série B
Jonathan,Criciúma EC,Criciúma,Brasileirão - Série B
Kaik,Criciúma EC,Criciúma,Brasileirão - Série B
Paulo Vitor,Criciúma EC,Criciúma,Brasileirão - Série B
Léo Naldi,Criciúma EC,Criciúma,Brasileirão - Série B
Matheus Trindade,Criciúma EC,Criciúma,Brasileirão - Série B
Eliedson,Criciúma EC,Criciúma,Brasileirão - Série B
Eliel Costa,Criciúma EC,Criciúma,Brasileirão - Série B
Guilherme Lobo,Criciúma EC,Criciúma,Brasileirão - Série B
Jota,Criciúma EC,Criciúma,Brasileirão - Série B
Juninho,Criciúma EC,Criciúma,Brasileirão - Série B
Jean Carlos,Criciúma EC,Criciúma,Brasileirão - Série B
Luiz Henrique,Criciúma EC,Criciúma,Brasileirão - Série B
Fellipe Mateus,Criciúma EC,Criciúma,Brasileirão - Série B
Diego Gonçalves,Criciúma EC,Criciúma,Brasileirão - Série B
Jhonata Robert,Criciúma EC,Criciúma,Brasileirão - Série B
João Carlos,Criciúma EC,Criciúma,Brasileirão - Série B
Benjamín Borasi,Criciúma EC,Criciúma,Brasileirão - Série B
Petterson,Criciúma EC,Criciúma,Brasileirão - Série B
Cauê,Criciúma EC,Criciúma,Brasileirão - Série B
Sassá,Criciúma EC,Criciúma,Brasileirão - Série B
Nicolas,Criciúma EC,Criciúma,Brasileirão - Série B
Fábio Azevedo,Criciúma EC,Criciúma,Brasileirão - Série B
Tadeu,Goiás EC,Goiás,Brasileirão - Série B
Ezequiel Oliveira,Goiás EC,Goiás,Brasileirão - Série B
Thiago Rodrigues,Goiás EC,Goiás,Brasileirão - Série B
Lucas Ribeiro,Goiás EC,Goiás,Brasileirão - Série B
Messias,Goiás EC,Goiás,Brasileirão - Série B
Luiz Felipe,Goiás EC,Goiás,Brasileirão - Série B
Anthony,Goiás EC,Goiás,Brasileirão - Série B
Titi,Goiás EC,Goiás,Brasileirão - Série B
Lucas Lovat,Goiás EC,Goiás,Brasileirão - Série B
Moraes,Goiás EC,Goiás,Brasileirão - Série B
Diego Caito,Goiás EC,Goiás,Brasileirão - Série B
Willean Lepo,Goiás EC,Goiás,Brasileirão - Série B
Fábio,Goiás EC,Goiás,Brasileirão - Série B
Rodrigo Andrade,Goiás EC,Goiás,Brasileirão - Série B
Gonzalo Freitas,Goiás EC,Goiás,Brasileirão - Série B
Juninho,Goiás EC,Goiás,Brasileirão - Série B
Marcão,Goiás EC,Goiás,Brasileirão - Série B
Victor Lustosa,Goiás EC,Goiás,Brasileirão - Série B
Martín Benítez,Goiás EC,Goiás,Brasileirão - Série B
Rafael Gava,Goiás EC,Goiás,Brasileirão - Série B
Brayann,Goiás EC,Goiás,Brasileirão - Série B
Alan Stence,Goiás EC,Goiás,Brasileirão - Série B
Jajá,Goiás EC,Goiás,Brasileirão - Série B
Esli García,Goiás EC,Goiás,Brasileirão - Série B
Arthur Caíke,Goiás EC,Goiás,Brasileirão - Série B
Pedrinho,Goiás EC,Goiás,Brasileirão - Série B
Welliton,Goiás EC,Goiás,Brasileirão - Série B
Wellington Rato,Goiás EC,Goiás,Brasileirão - Série B
Anselmo Ramon,Goiás EC,Goiás,Brasileirão - Série B
César,Avaí FC,Avaí,Brasileirão - Série B
Igor Bohn,Avaí FC,Avaí,Brasileirão - Série B
Otávio,Avaí FC,Avaí,Brasileirão - Série B
Anderson,Avaí FC,Avaí,Brasileirão - Série B
Jonathan Costa,Avaí FC,Avaí,Brasileirão - Série B
Eduardo Brock,Avaí FC,Avaí,Brasileirão - Série B
Wanderson,Avaí FC,Avaí,Brasileirão - Série B
Quaresma,Avaí FC,Avaí,Brasileirão - Série B
Mário Sérgio,Avaí FC,Avaí,Brasileirão - Série B
Marcos Vinícius,Avaí FC,Avaí,Brasileirão - Série B
Railan,Avaí FC,Avaí,Brasileirão - Série B
Zé Ricardo,Avaí FC,Avaí,Brasileirão - Série B
Lucas Eduardo,Avaí FC,Avaí,Brasileirão - Série B
JP,Avaí FC,Avaí,Brasileirão - Série B
Romildo Del Piage,Avaí FC,Avaí,Brasileirão - Série B
Jean Lucas,Avaí FC,Avaí,Brasileirão - Série B
Marquinhos Gabriel,Avaí FC,Avaí,Brasileirão - Série B
Andrey,Avaí FC,Avaí,Brasileirão - Série B
Maurício Garcez,Avaí FC,Avaí,Brasileirão - Série B
Alef Manga,Avaí FC,Avaí,Brasileirão - Série B
Gaspar,Avaí FC,Avaí,Brasileirão - Série B
David,Avaí FC,Avaí,Brasileirão - Série B
Emerson Negueba,Avaí FC,Avaí,Brasileirão - Série B
Léo Reis,Avaí FC,Avaí,Brasileirão - Série B
Guilherme Santos,Avaí FC,Avaí,Brasileirão - Série B
Thayllon,Avaí FC,Avaí,Brasileirão - Série B
Cléber,Avaí FC,Avaí,Brasileirão - Série B
Hygor,Avaí FC,Avaí,Brasileirão - Série B
Juninho,Avaí FC,Avaí,Brasileirão - Série B
Rafael Santos,Chapecoense,Chapecoense,Brasileirão - Série B
Léo Vieira,Chapecoense,Chapecoense,Brasileirão - Série B
Gabriel Werner,Chapecoense,Chapecoense,Brasileirão - Série B
Doma,Chapecoense,Chapecoense,Brasileirão - Série B
João Paulo,Chapecoense,Chapecoense,Brasileirão - Série B
Victor Caetano,Chapecoense,Chapecoense,Brasileirão - Série B
Bruno Leonardo,Chapecoense,Chapecoense,Brasileirão - Série B
Bressan,Chapecoense,Chapecoense,Brasileirão - Série B
Jhonnathan,Chapecoense,Chapecoense,Brasileirão - Série B
Mancha,Chapecoense,Chapecoense,Brasileirão - Série B
Walter Clar,Chapecoense,Chapecoense,Brasileirão - Série B
Felipe Vieira,Chapecoense,Chapecoense,Brasileirão - Série B
Arthur Vanzela,Chapecoense,Chapecoense,Brasileirão - Série B
Everton,Chapecoense,Chapecoense,Brasileirão - Série B
Gabriel Inocêncio,Chapecoense,Chapecoense,Brasileirão - Série B
Gustavo Talles,Chapecoense,Chapecoense,Brasileirão - Série B
Carvalheira,Chapecoense,Chapecoense,Brasileirão - Série B
Vinicius Balieiro,Chapecoense,Chapecoense,Brasileirão - Série B
Jorge Jiménez,Chapecoense,Chapecoense,Brasileirão - Série B
Marlon,Chapecoense,Chapecoense,Brasileirão - Série B
Bruno Matias,Chapecoense,Chapecoense,Brasileirão - Série B
Eduardo Person,Chapecoense,Chapecoense,Brasileirão - Série B
Marcinho,Chapecoense,Chapecoense,Brasileirão - Série B
Giovanni Augusto,Chapecoense,Chapecoense,Brasileirão - Série B
Italo Vargas,Chapecoense,Chapecoense,Brasileirão - Série B
Thomás,Chapecoense,Chapecoense,Brasileirão - Série B
Mailson,Chapecoense,Chapecoense,Brasileirão - Série B
Kaíque Maciel,Chapecoense,Chapecoense,Brasileirão - Série B
Marcinho,Chapecoense,Chapecoense,Brasileirão - Série B
Rubens,Chapecoense,Chapecoense,Brasileirão - Série B
Perotti,Chapecoense,Chapecoense,Brasileirão - Série B
Neto Pessoa,Chapecoense,Chapecoense,Brasileirão - Série B
Getulio,Chapecoense,Chapecoense,Brasileirão - Série B
Elias Curzel,Operário FEC,Operário-PR,Brasileirão - Série B
Talles,Operário FEC,Operário-PR,Brasileirão - Série B
Lucas Wingert,Operário FEC,Operário-PR,Brasileirão - Série B
Vagner,Operário FEC,Operário-PR,Brasileirão - Série B
Miranda,Operário FEC,Operário-PR,Brasileirão - Série B
Jaime Giraldo,Operário FEC,Operário-PR,Brasileirão - Série B
André,Operário FEC,Operário-PR,Brasileirão - Série B
Gabriel Feliciano,Operário FEC,Operário-PR,Brasileirão - Série B
Jefferson,Operário FEC,Operário-PR,Brasileirão - Série B
Cristiano,Operário FEC,Operário-PR,Brasileirão - Série B
Thales Oleques,Operário FEC,Operário-PR,Brasileirão - Série B
Diogo Mateus,Operário FEC,Operário-PR,Brasileirão - Série B
Índio,Operário FEC,Operário-PR,Brasileirão - Série B
Léo Silva,Operário FEC,Operário-PR,Brasileirão - Série B
Charles Raphael,Operário FEC,Operário-PR,Brasileirão - Série B
Thiago Medeiros,Operário FEC,Operário-PR,Brasileirão - Série B
Léo Cittadini,Operário FEC,Operário-PR,Brasileirão - Série B
Pedro Vilhena,Operário FEC,Operário-PR,Brasileirão - Série B
Juan Zuluaga,Operário FEC,Operário-PR,Brasileirão - Série B
Thiago Conti,Operário FEC,Operário-PR,Brasileirão - Série B
Neto Paraíba,Operário FEC,Operário-PR,Brasileirão - Série B
Gabriel Boschilia,Operário FEC,Operário-PR,Brasileirão - Série B
Pedro Lucas,Operário FEC,Operário-PR,Brasileirão - Série B
Marcos Paulo,Operário FEC,Operário-PR,Brasileirão - Série B
Kauã Gomes,Operário FEC,Operário-PR,Brasileirão - Série B
Kleiton Pego,Operário FEC,Operário-PR,Brasileirão - Série B
Ronald,Operário FEC,Operário-PR,Brasileirão - Série B
Vitor Pernambuco,Operário FEC,Operário-PR,Brasileirão - Série B
Filipe Claudino,Operário FEC,Operário-PR,Brasileirão - Série B
Rodrigo Rodrigues,Operário FEC,Operário-PR,Brasileirão - Série B
Vinicius Mingotti,Operário FEC,Operário-PR,Brasileirão - Série B
Ademilson,Operário FEC,Operário-PR,Brasileirão - Série B
Matheus Souza,Operário FEC,Operário-PR,Brasileirão - Série B
Léo Gaúcho,Operário FEC,Operário-PR,Brasileirão - Série B
Daniel Amorim,Operário FEC,Operário-PR,Brasileirão - Série B
Adriel,Athletic Club,Athletic Club MG,Brasileirão - Série B
Jefferson Luis,Athletic Club,Athletic Club MG,Brasileirão - Série B
Glauco,Athletic Club,Athletic Club MG,Brasileirão - Série B
Diego Vitor,Athletic Club,Athletic Club MG,Brasileirão - Série B
Alex,Athletic Club,Athletic Club MG,Brasileirão - Série B
Jhonathan,Athletic Club,Athletic Club MG,Brasileirão - Série B
Sidimar,Athletic Club,Athletic Club MG,Brasileirão - Série B
Gabriel Ferreira,Athletic Club,Athletic Club MG,Brasileirão - Série B
Marcelo Ajul,Athletic Club,Athletic Club MG,Brasileirão - Série B
Edson Miranda,Athletic Club,Athletic Club MG,Brasileirão - Série B
Léo Dourado,Athletic Club,Athletic Club MG,Brasileirão - Série B
Betão,Athletic Club,Athletic Club MG,Brasileirão - Série B
Rodrigo Gelado,Athletic Club,Athletic Club MG,Brasileirão - Série B
Yuri,Athletic Club,Athletic Club MG,Brasileirão - Série B
Wesley Gasolina,Athletic Club,Athletic Club MG,Brasileirão - Série B
Douglas Pelé,Athletic Club,Athletic Club MG,Brasileirão - Série B
Sandry,Athletic Club,Athletic Club MG,Brasileirão - Série B
David Braga,Athletic Club,Athletic Club MG,Brasileirão - Série B
Fernando Martínez,Athletic Club,Athletic Club MG,Brasileirão - Série B
Diego Fumaça,Athletic Club,Athletic Club MG,Brasileirão - Série B
João Miguel,Athletic Club,Athletic Club MG,Brasileirão - Série B
Fabrício Isidoro,Athletic Club,Athletic Club MG,Brasileirão - Série B
Chico Geraldes,Athletic Club,Athletic Club MG,Brasileirão - Série B
Kauan Lindes,Athletic Club,Athletic Club MG,Brasileirão - Série B
Rafael Conceição,Athletic Club,Athletic Club MG,Brasileirão - Série B
Alessio Da Cruz,Athletic Club,Athletic Club MG,Brasileirão - Série B
Mateus Gonçalves,Athletic Club,Athletic Club MG,Brasileirão - Série B
Guilherme Cachoeira,Athletic Club,Athletic Club MG,Brasileirão - Série B
Welinton Torrão,Athletic Club,Athletic Club MG,Brasileirão - Série B
Max,Athletic Club,Athletic Club MG,Brasileirão - Série B
Luiz Filipe,Athletic Club,Athletic Club MG,Brasileirão - Série B
Ezequiel,Athletic Club,Athletic Club MG,Brasileirão - Série B
Alason Carioca,Athletic Club,Athletic Club MG,Brasileirão - Série B
Ronaldo Tavares,Athletic Club,Athletic Club MG,Brasileirão - Série B
Cauã,Athletic Club,Athletic Club MG,Brasileirão - Série B
Halls,Vila Nova FC,Vila Nova,Brasileirão - Série B
Kauã Paes,Vila Nova FC,Vila Nova,Brasileirão - Série B
Victor Hugo,Vila Nova FC,Vila Nova,Brasileirão - Série B
Weverton,Vila Nova FC,Vila Nova,Brasileirão - Série B
Tiago Pagnussat,Vila Nova FC,Vila Nova,Brasileirão - Série B
Pedro Romano,Vila Nova FC,Vila Nova,Brasileirão - Série B
Marcondes,Vila Nova FC,Vila Nova,Brasileirão - Série B
Walisson Maia,Vila Nova FC,Vila Nova,Brasileirão - Série B
Willian Formiga,Vila Nova FC,Vila Nova,Brasileirão - Série B
Higor,Vila Nova FC,Vila Nova,Brasileirão - Série B
Elias,Vila Nova FC,Vila Nova,Brasileirão - Série B
Thalys,Vila Nova FC,Vila Nova,Brasileirão - Série B
Arilson,Vila Nova FC,Vila Nova,Brasileirão - Série B
João Vieira,Vila Nova FC,Vila Nova,Brasileirão - Série B
Miticov,Vila Nova FC,Vila Nova,Brasileirão - Série B
Nathan Melo,Vila Nova FC,Vila Nova,Brasileirão - Série B
Enzo,Vila Nova FC,Vila Nova,Brasileirão - Série B
Ralf,Vila Nova FC,Vila Nova,Brasileirão - Série B
Vitor Graziani,Vila Nova FC,Vila Nova,Brasileirão - Série B
Jean Mota,Vila Nova FC,Vila Nova,Brasileirão - Série B
Igor Henrique,Vila Nova FC,Vila Nova,Brasileirão - Série B
João Lucas,Vila Nova FC,Vila Nova,Brasileirão - Série B
Bruno Xavier,Vila Nova FC,Vila Nova,Brasileirão - Série B
Daniel Mendes,Vila Nova FC,Vila Nova,Brasileirão - Série B
Emerson Urso,Vila Nova FC,Vila Nova,Brasileirão - Série B
André Luis,Vila Nova FC,Vila Nova,Brasileirão - Série B
Vinícius Paiva,Vila Nova FC,Vila Nova,Brasileirão - Série B
Guilherme Parede,Vila Nova FC,Vila Nova,Brasileirão - Série B
Gustavo Pajé,Vila Nova FC,Vila Nova,Brasileirão - Série B
Gabriel Poveda,Vila Nova FC,Vila Nova,Brasileirão - Série B
Júnior Todinho,Vila Nova FC,Vila Nova,Brasileirão - Série B
Ruan Ribeiro,Vila Nova FC,Vila Nova,Brasileirão - Série B
Matheus Nogueira,Paysandu SC,Paysandu,Brasileirão - Série B
Gabriel Mesquita,Paysandu SC,Paysandu,Brasileirão - Série B
Iago Hass,Paysandu SC,Paysandu,Brasileirão - Série B
Thalisson,Paysandu SC,Paysandu,Brasileirão - Série B
Yeferson Quintana,Paysandu SC,Paysandu,Brasileirão - Série B
Joaquín Novillo,Paysandu SC,Paysandu,Brasileirão - Série B
Thiago Heleno,Paysandu SC,Paysandu,Brasileirão - Série B
Lucca,Paysandu SC,Paysandu,Brasileirão - Série B
Reverson,Paysandu SC,Paysandu,Brasileirão - Série B
PK,Paysandu SC,Paysandu,Brasileirão - Série B
Edílson,Paysandu SC,Paysandu,Brasileirão - Série B
Bryan Borges,Paysandu SC,Paysandu,Brasileirão - Série B
Ronaldo Henrique,Paysandu SC,Paysandu,Brasileirão - Série B
Ramón Martínez,Paysandu SC,Paysandu,Brasileirão - Série B
Leandro Vilela,Paysandu SC,Paysandu,Brasileirão - Série B
André Lima,Paysandu SC,Paysandu,Brasileirão - Série B
Anderson Leite,Paysandu SC,Paysandu,Brasileirão - Série B
Ramon Vinicius,Paysandu SC,Paysandu,Brasileirão - Série B
Gustavo Nicola,Paysandu SC,Paysandu,Brasileirão - Série B
Matheus Vargas,Paysandu SC,Paysandu,Brasileirão - Série B
Edinho,Paysandu SC,Paysandu,Brasileirão - Série B
Wendel,Paysandu SC,Paysandu,Brasileirão - Série B
Petterson,Paysandu SC,Paysandu,Brasileirão - Série B
Marlon,Paysandu SC,Paysandu,Brasileirão - Série B
Pedro Delvalle,Paysandu SC,Paysandu,Brasileirão - Série B
Marcelinho,Paysandu SC,Paysandu,Brasileirão - Série B
Roger Modesto,Paysandu SC,Paysandu,Brasileirão - Série B
Rossi,Paysandu SC,Paysandu,Brasileirão - Série B
Diogo Oliveira,Paysandu SC,Paysandu,Brasileirão - Série B
Denilson,Paysandu SC,Paysandu,Brasileirão - Série B
João Marcos,Paysandu SC,Paysandu,Brasileirão - Série B
Renan,Amazonas FC,Amazonas AM,Brasileirão - Série B
João Lopes,Amazonas FC,Amazonas AM,Brasileirão - Série B
Pedro Caracoci,Amazonas FC,Amazonas AM,Brasileirão - Série B
Zé Carlos,Amazonas FC,Amazonas AM,Brasileirão - Série B
Léo Coelho,Amazonas FC,Amazonas AM,Brasileirão - Série B
Alexis Alvariño,Amazonas FC,Amazonas AM,Brasileirão - Série B
Rafael Vitor,Amazonas FC,Amazonas AM,Brasileirão - Série B
Iverton,Amazonas FC,Amazonas AM,Brasileirão - Série B
Diney,Amazonas FC,Amazonas AM,Brasileirão - Série B
Riza Durmisi,Amazonas FC,Amazonas AM,Brasileirão - Série B
Fabiano,Amazonas FC,Amazonas AM,Brasileirão - Série B
Alyson,Amazonas FC,Amazonas AM,Brasileirão - Série B
Digão,Amazonas FC,Amazonas AM,Brasileirão - Série B
Raimar,Amazonas FC,Amazonas AM,Brasileirão - Série B
Rafael Monteiro,Amazonas FC,Amazonas AM,Brasileirão - Série B
Carlos Akapo,Amazonas FC,Amazonas AM,Brasileirão - Série B
Nilson Castrillón,Amazonas FC,Amazonas AM,Brasileirão - Série B
Thomas Luciano,Amazonas FC,Amazonas AM,Brasileirão - Série B
Nicolás Linares,Amazonas FC,Amazonas AM,Brasileirão - Série B
Larry Vásquez,Amazonas FC,Amazonas AM,Brasileirão - Série B
Santiago Viera,Amazonas FC,Amazonas AM,Brasileirão - Série B
Robertinho,Amazonas FC,Amazonas AM,Brasileirão - Série B
Erick Varão,Amazonas FC,Amazonas AM,Brasileirão - Série B
Philippe Guimarães,Amazonas FC,Amazonas AM,Brasileirão - Série B
Domingos,Amazonas FC,Amazonas AM,Brasileirão - Série B
Guilherme Xavier,Amazonas FC,Amazonas AM,Brasileirão - Série B
Fernando Neto,Amazonas FC,Amazonas AM,Brasileirão - Série B
Rafael Tavares,Amazonas FC,Amazonas AM,Brasileirão - Série B
Diogo Carlos,Amazonas FC,Amazonas AM,Brasileirão - Série B
Kevin Ramírez,Amazonas FC,Amazonas AM,Brasileirão - Série B
Joaquín Torres,Amazonas FC,Amazonas AM,Brasileirão - Série B
Diego Torres,Amazonas FC,Amazonas AM,Brasileirão - Série B
Dener,Amazonas FC,Amazonas AM,Brasileirão - Série B
Kiko,Amazonas FC,Amazonas AM,Brasileirão - Série B
Gabriel Novaes,Amazonas FC,Amazonas AM,Brasileirão - Série B
Aldair Rodríguez,Amazonas FC,Amazonas AM,Brasileirão - Série B
Henrique Almeida,Amazonas FC,Amazonas AM,Brasileirão - Série B
Luan Silva,Amazonas FC,Amazonas AM,Brasileirão - Série B
William Barbio,Amazonas FC,Amazonas AM,Brasileirão - Série B
Adrien Graffin,Amazonas FC,Amazonas AM,Brasileirão - Série B
Wanderson,Amazonas FC,Amazonas AM,Brasileirão - Série B
Victor Souza,Botafogo FC,Botafogo-SP,Brasileirão - Série B
João Carlos,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Rafael Milhorim,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Alisson Cassiano,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Vilar,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Carlão,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Gabriel Risso Patrón,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Jean Victor,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Candê,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Wallison,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Jeferson,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Ericson,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Lucas Mazetti,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Leandro Maciel,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Gustavo Bochecha,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Gabriel Bispo,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Matheus Barbosa,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Edson,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Wesley Dias,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Tenner,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Alejo Dramisino,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Marquinho,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Lucas Nathan,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Franklin,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Matheus Régis,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Jefferson Nem,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Robinho,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Luquinha,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Gabriel Barros,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Jonathan Cafu,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Ronie Carrillo,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Léo Gamalho,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Guilherme Queiróz,Botafogo FC,Botafogo-SP,Brasileirão - Série B
Dênis Júnior,Ferroviária,Ferroviária,Brasileirão - Série B
Filipe Costa,Ferroviária,Ferroviária,Brasileirão - Série B
Léo Wall,Ferroviária,Ferroviária,Brasileirão - Série B
Gustavo Medina,Ferroviária,Ferroviária,Brasileirão - Série B
Vitor Mendes,Ferroviária,Ferroviária,Brasileirão - Série B
João Ramos,Ferroviária,Ferroviária,Brasileirão - Série B
Maycon,Ferroviária,Ferroviária,Brasileirão - Série B
Erik,Ferroviária,Ferroviária,Brasileirão - Série B
Ronaldo Alves,Ferroviária,Ferroviária,Brasileirão - Série B
Eric,Ferroviária,Ferroviária,Brasileirão - Série B
Zé Mário,Ferroviária,Ferroviária,Brasileirão - Série B
Edson Lucas,Ferroviária,Ferroviária,Brasileirão - Série B
Lucas Rodrigues,Ferroviária,Ferroviária,Brasileirão - Série B
Kevin,Ferroviária,Ferroviária,Brasileirão - Série B
Vinicius Oliveira,Ferroviária,Ferroviária,Brasileirão - Série B
Netinho,Ferroviária,Ferroviária,Brasileirão - Série B
Tarik,Ferroviária,Ferroviária,Brasileirão - Série B
Alencar,Ferroviária,Ferroviária,Brasileirão - Série B
Thiago Lopes,Ferroviária,Ferroviária,Brasileirão - Série B
Ricardinho,Ferroviária,Ferroviária,Brasileirão - Série B
Juninho,Ferroviária,Ferroviária,Brasileirão - Série B
Albano,Ferroviária,Ferroviária,Brasileirão - Série B
David,Ferroviária,Ferroviária,Brasileirão - Série B
Zé Hugo,Ferroviária,Ferroviária,Brasileirão - Série B
Hernâni,Ferroviária,Ferroviária,Brasileirão - Série B
Vitor Barreto,Ferroviária,Ferroviária,Brasileirão - Série B
Fábio Soares,Ferroviária,Ferroviária,Brasileirão - Série B
Denilson,Ferroviária,Ferroviária,Brasileirão - Série B
Fabrício Daniel,Ferroviária,Ferroviária,Brasileirão - Série B
Thayllon,Ferroviária,Ferroviária,Brasileirão - Série B
Carlão,Ferroviária,Ferroviária,Brasileirão - Série B
Ronaldo,Ferroviária,Ferroviária,Brasileirão - Série B
Jean Drosny,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Jefferson Paulino,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Cadu Neves,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Avelino,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Yago Oliveira,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Gabriel Pinheiro,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Igor Morais,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Lyncon,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Lucas Adell,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Fabrício,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Lucas Ramires,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Caio Roque,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Sánchez,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Juninho Monteiro,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Jhonny,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Wellington Silva,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Daniel Cabral,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Du Fernandes,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Bruno Barra,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Henrique Silva,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
André Luiz,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Thallyson,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Adsson,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Dener,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Luigi Corso,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Igor Maduro,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Raí,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Lucas Chávez,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
PK,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Chay,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
MV,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Marquinhos,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Ygor Catatau,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
João Pedro,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Vitinho,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Matheus Lucas,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Italo,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Kayke,Volta Redonda FC,Volta Redonda,Brasileirão - Série B
Ederson,Manchester City FC,Manchester City,Premier League
Stefan Ortega,Manchester City FC,Manchester City,Premier League
Marcus Bettinelli,Manchester City FC,Manchester City,Premier League
Scott Carson,Manchester City FC,Manchester City,Premier League
Spike Brits,Manchester City FC,Manchester City,Premier League
Max Hudson,Manchester City FC,Manchester City,Premier League
Josko Gvardiol,Manchester City FC,Manchester City,Premier League
Rúben Dias,Manchester City FC,Manchester City,Premier League
Abdukodir Khusanov,Manchester City FC,Manchester City,Premier League
Vitor Reis,Manchester City FC,Manchester City,Premier League
Manuel Akanji,Manchester City FC,Manchester City,Premier League
John Stones,Manchester City FC,Manchester City,Premier League
Nathan Aké,Manchester City FC,Manchester City,Premier League
Jahmai Simpson-Pusey,Manchester City FC,Manchester City,Premier League
Max Alleyne,Manchester City FC,Manchester City,Premier League
Kaden Braithwaite,Manchester City FC,Manchester City,Premier League
Rayan Aït-Nouri,Manchester City FC,Manchester City,Premier League
Nico O'Reilly,Manchester City FC,Manchester City,Premier League
Josh Wilson-Esbrand,Manchester City FC,Manchester City,Premier League
Rico Lewis,Manchester City FC,Manchester City,Premier League
Matheus Nunes,Manchester City FC,Manchester City,Premier League
